品目名,読み仮名,分別区分,廃棄方法,注意事項,持込が必要な品目か（TRUE/FALSE）,充電池か（TRUE/FALSE）,携帯電話・タブレットPCか（TRUE/FALSE）,その他の電子機器か（TRUE/FALSE）
電話機,でんわき,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ。（電池・バッテリーは外す）,,1,0,0,1
電話台,でんわだい,粗大ごみ,,,0,0,0,0
電話帳,でんわちょう,資源物,（古紙・布類）の【古紙（雑誌）】https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html／https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html,,0,0,0,0
ドア,どあ,粗大ごみ,,,0,0,0,0
砥石（といし）,といし（といし）,排出禁止物等,,,1,0,0,0
トイレタンク,といれたんく,粗大ごみ,https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html／https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html,,0,0,0,0
トイレットペーパー,といれっとぺーぱー,可燃ごみ,,,0,0,0,0
トイレットペーパーの外包装,といれっとぺーぱーのがいほうそう,可燃ごみ,https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html／https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html,,0,0,0,0
トイレットペーパーの芯,といれっとぺーぱーのしん,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
トイレブラシ,といれぶらし,不燃ごみ,,,0,0,0,0
トイレマット,といれまっと,可燃ごみ,,,0,0,0,0
籐（とう）家具,とう（とう）かぐ,粗大ごみ,,,0,0,0,0
籐（とう）製品,とう（とう）せいひん,可燃ごみまたは粗大ごみ,,,0,0,0,0
陶器・せともの,とうき・せともの,不燃ごみまたは粗大ごみ,,,0,0,0,0
道具箱（木製）,どうぐばこ（もくせい）,可燃ごみ,,,0,0,0,0
道具箱（木製以外）,どうぐばこ（もくせいいがい）,不燃ごみ,,,0,0,0,0
動物の死体（野良猫など）,どうぶつのしたい（のらねこなど）,環境事業所へ申込,,,0,0,0,0
灯油,とうゆ,排出禁止物等,,,1,0,0,0
灯油缶（一斗缶）,とうゆかん（いっとかん）,不燃ごみ,不燃ごみ指定袋（20ℓ）をそれぞれひとつの品目に対して1枚ずつ縛りつけるか、テープなどで貼りつけて排出してください。,,0,0,0,0
灯油ポリタンク（20ℓ以下）,とうゆぽりたんく（20ℓいか）,不燃ごみ,不燃ごみ指定袋（20ℓ）をそれぞれひとつの品目に対して1枚ずつ縛りつけるか、テープなどで貼りつけて排出してください。,,0,0,0,0
灯油ポンプ（手動式）,とうゆぽんぷ（しゅどうしき）,可燃ごみ,https://www.tca.or.jp/mobile-recycle/／https://www.tca.or.jp/mobile-recycle/,,1,0,0,0
灯油ポンプ（電動式）,とうゆぽんぷ（でんどうしき）,不燃ごみまたは粗大ごみ,,小型のもので不燃ごみの指定袋に入れば「不燃ごみ」。電池入りのものは外す,0,0,0,0
トースター,とーすたー,不燃ごみまたは粗大ごみ,https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html／https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html,,0,0,0,0
土管・Ｕ字溝,どかん・ゆーじみぞ,排出禁止物等,http://www.botankaishu.jp/／http://www.botankaishu.jp/,,1,0,0,0
特殊薬品（劇薬等）の容器,とくしゅやくひん（げきやくとう）のようき,排出禁止物等,,,1,0,0,0
時計,とけい,小型家電、不燃ごみまたは粗大ごみ,各区役所などの使用済小型家電回収ボックスへ。回収ボックス・不燃ごみ袋に入らないものは粗大ごみ,,1,0,0,1
戸棚,とだな,粗大ごみ,,,0,0,0,0
トタン板,とたんいた,粗大ごみ,,,0,0,0,0
とっくり,とっくり,不燃ごみ,,,0,0,0,0
土鍋,どなべ,不燃ごみ,,,0,0,0,0
ドライバー（工具）,どらいばー（こうぐ）,不燃ごみ,https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html／https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html,,0,0,0,0
ドライフラワー,どらいふらわー,可燃ごみ,,,0,0,0,0
ドライヤー,どらいやー,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ,,1,0,0,1
ドラムセット,どらむせっと,粗大ごみ,,,0,0,0,0
ドラム缶,どらむかん,粗大ごみ,,サイズによっては収集不可,0,0,0,0
トランプ,とらんぷ,可燃ごみ,http://www.city.chiba.jp/kankyo/junkan/haikibutsu/haisyokuyu.html／http://www.city.chiba.jp/kankyo/junkan/haikibutsu/haisyokuyu.html,,1,0,0,0
トランポリン,とらんぽりん,粗大ごみ,,,0,0,0,0
鳥かご,とりかご,不燃ごみまたは粗大ごみ,,,0,0,0,0
ドリッパー（コーヒー用）,どりっぱー（こーひーよう）,不燃ごみ,,,0,0,0,0
塗料（中身）,とりょう（なかみ）,排出禁止物等,,,1,0,0,0
塗料缶・びん,とりょうかん・びん,不燃ごみ,,使い切ってから出して下さい。,0,0,0,0
塗料スプレー空き缶,とりょうすぷれーあきかん,有害ごみ,,,0,0,0,0
塗料容器（プラスチック製）,とりょうようき（ぷらすちっくせい）,不燃ごみ,,,0,0,0,0
ドリル（電動・手動）・ドリルの刃,どりる（でんどう・しゅどう）・どりるのは,不燃ごみ,,,0,0,0,0
トレー（木製）,とれー（もくせい）,可燃ごみ,,,0,0,0,0
トレー（木製以外）,とれー（もくせいいがい）,市の拠点回収または不燃ごみ,ポリプロピレン製、ポリエチレン製、ポリスチレン製のものは、各区役所等に設置の回収ボックスへ,,1,0,0,0
トレーナー,とれーなー,資源物,（古紙・布類）の【布類】,,0,0,0,0
トレーニング用ベンチ,とれーにんぐようべんち,粗大ごみ,,,0,0,0,0
ドレッサー,どれっさー,粗大ごみ,,,0,0,0,0
ドレッシングの容器（ガラス製）,どれっしんぐのようき（がらすせい）,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【びん】,水ですすぐ,0,0,0,0
ドレッシングの容器（プラスチック製）,どれっしんぐのようき（ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
泥,どろ,排出禁止物等,,,1,0,0,0
トロフィー,とろふぃー,不燃ごみまたは粗大ごみ,,,0,0,0,0
とんかち（金づち）,とんかち（きんづち）,不燃ごみ,,,0,0,0,0
どんぶり（陶器製）,どんぶり（とうきせい）,不燃ごみ,,,0,0,0,0
ナイフ,ないふ,不燃ごみ,紙で包み｢危険｣と書いて不燃ごみ指定袋へ（指定袋に入る場合）,,0,0,0,0
苗木のポット（柔らかいプラスチック製）,なえぎのぽっと（やわらかいぷらすちっくせい）,可燃ごみ,,,0,0,0,0
長靴,ながぐつ,可燃ごみ,,,0,0,0,0
流し台,ながしだい,粗大ごみ,,,0,0,0,0
鉈（なた）,なた（なた）,不燃ごみまたは粗大ごみ,,,0,0,0,0
夏がけ（タオルケット）,なつがけ（たおるけっと）,可燃ごみ,,,0,0,0,0
納豆の包装フィルム,なっとうのほうそうふぃるむ,可燃ごみ,,,0,0,0,0
納豆の容器,なっとうのようき,可燃ごみ,,,0,0,0,0
鍋,なべ,不燃ごみ,,,0,0,0,0
生ごみ・台所ごみ（調理くず）,なまごみ・だいどころごみ（ちょうりくず）,可燃ごみ,,,0,0,0,0
生ごみ処理機,なまごみしょりき,不燃ごみまたは粗大ごみ,,,0,0,0,0
波板（プラスチック製）,なみいた（ぷらすちっくせい）,不燃ごみまたは粗大ごみ,,,0,0,0,0
波板（石製・コンクリート製）,なみいた（いしせい・こんくりーとせい）,排出禁止物等,,,1,0,0,0
ニカド電池、ニッケル水素電池,にかどでんち、にっけるすいそでんち,市の拠点回収または店舗回収協力店,一般社団法人JBRC（回収協力店が検索できます）／市内の環境事業所、新浜リサイクルセンターに持ち込む。,,1,1,0,0
ニス,にす,排出禁止物等,,,1,0,0,0
二段ベッド,にだんべっど,粗大ごみ,,,0,0,0,0
日曜大工用具,にちようだいくようぐ,不燃ごみまたは粗大ごみ,,,0,0,0,0
入浴剤の袋（プラスチック製）,にゅうよくざいのふくろ（ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
入浴剤の容器,にゅうよくざいのようき,可燃ごみ,,,0,0,0,0
庭池,にわいけ,粗大ごみ,,,0,0,0,0
人形ケース（ガラス製）,にんぎょうけーす（がらすせい）,不燃ごみまたは粗大ごみ,できるだけ分解し、ガラス部分は紙で包み｢危険｣と書いて不燃ごみ指定袋へ（指定袋に入る場合）。枠部分は木製なら「可燃ごみ」、プラスチック製なら「不燃ごみ」へ。,,0,0,0,0
ぬいぐるみ,ぬいぐるみ,可燃ごみ,,,0,0,0,0
縫い針,ぬいばり,不燃ごみ,紙で包み｢危険｣と書くか、専用のケースに入れて不燃ごみ指定袋へ,,0,0,0,0
ぬか（米糠）,ぬか（こめぬか）,可燃ごみ,,,0,0,0,0
布くず,ぬのくず,可燃ごみ,,,0,0,0,0
ネガフィルム,ねがふぃるむ,可燃ごみ,,,0,0,0,0
ネクタイ,ねくたい,可燃ごみ,,,0,0,0,0
ネクタイピン,ねくたいぴん,不燃ごみ,,,0,0,0,0
猫の死体,ねこのしたい,環境事業所へ申込,,,0,0,0,0
猫のトイレ,ねこのといれ,粗大ごみ,,,0,0,0,0
猫のトイレシート・砂,ねこのといれしーと・すな,可燃ごみ,,,0,0,0,0
ねじ,ねじ,不燃ごみ,,,0,0,0,0
熱さまし用シート,ねつさましようしーと,可燃ごみ,,,0,0,0,0
ネット（玉ねぎ・ミカン、水きり用など）,ねっと（たまねぎ・みかん、みずきりようなど）,可燃ごみ,,,0,0,0,0
寝袋（シュラフ）,ねぶくろ（しゅらふ）,可燃ごみ,,,0,0,0,0
粘着カーペットクリーナー（シート紙）,ねんちゃくかーぺっとくりーなー（しーとかみ）,可燃ごみ,,,0,0,0,0
粘土,ねんど,可燃ごみ,,,0,0,0,0
農園芸用ビニール類,のうえんげいようびにーるるい,可燃ごみ,,,0,0,0,0
農機具,のうきぐ,粗大ごみ,,,0,0,0,0
農薬,のうやく,排出禁止物等,,,1,0,0,0
農薬が入っていたびん,のうやくがはいっていたびん,排出禁止物等,,,1,0,0,0
ノート,のーと,資源物,（古紙・布類）の【古紙（雑誌）】,,0,0,0,0
ノートパソコン,のーとぱそこん,小型家電又は市で収集しないもの,＜投入口（15×30㎝）に入るもの＞市役所・区役所・環境事業所・新浜リサイクルセンターの使用済小型家電回収ボックスへ（外した充電式電池は、市の回収拠点または回収協力店へ）／家庭用パソコンリサイクルについて,,1,0,0,1
のこぎり,のこぎり,不燃ごみまたは粗大ごみ,紙で包み｢危険｣と書いて不燃ごみ指定袋へ（指定袋に入る場合）,,0,0,0,0
ノミ（日曜大工道具）,のみ（にちようだいくどうぐ）,不燃ごみ,紙で包み｢危険｣と書いて不燃ごみ指定袋へ,,0,0,0,0
飲み薬の容器（プラ製）,のみぐすりのようき（ぷらせい）,不燃ごみ,,,0,0,0,0
のりの個包装（プラスチック製・紙製）,のりのこほうそう（ぷらすちっくせい・かみせい）,可燃ごみ,,,0,0,0,0
のりの佃煮の空きびん（ガラス製）,のりのつくだにのあきびん（がらすせい）,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【びん】http://www.jbrc.com/,水ですすぐ,1,0,0,0
のりの佃煮の空きびんのフタ(金属製),のりのつくだにのあきびんのふた(きんぞくせい),資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【缶】https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html／https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html,,0,0,0,0
のりの容器（缶）,のりのようき（かん）,資源物,（びん・缶・ﾍﾟｯﾄﾎﾞﾄﾙ）の【缶】,,0,0,0,0
葉（落ち葉）,は（おちば）,資源物,（木の枝・刈り草・葉）・可燃・不燃ごみ旧指定袋を含む、透明・半透明袋で排出できます。何袋でも排出可。（ごみステーションからあふれる場合など多量になるときは、分けて排出してください。）・1回につき3袋程度までであれば、可燃ごみでも排出可,,0,0,0,0
葉（落ち葉）,は（おちば）,可燃ごみ,・可燃・不燃ごみ旧指定袋を含む、透明・半透明袋で排出できます。何袋でも排出可。（ごみステーションからあふれる場合など多量になるときは、分けて排出してください。）・1回につき3袋程度までであれば、可燃ごみでも排出可,,0,0,0,0
パークゴルフのクラブ,ぱーくごるふのくらぶ,粗大ごみ,,,0,0,0,0
ハードディスク（HDD）,はーどでぃすく（えいちでぃーでぃー）,小型家電、不燃ごみまたは粗大ごみ,情報などを消去したうえで各区役所などの使用済小型家電回収ボックスへ。回収ボックス・不燃ごみ袋に入らないものは粗大ごみ,,1,0,0,1
ハードディスク（HDD）レコーダー,はーどでぃすく（えいちでぃーでぃー）れこーだー,小型家電、不燃ごみまたは粗大ごみ,各区役所などの使用済小型家電回収ボックスへ。回収ボックス・不燃ごみ袋に入らないものは粗大ごみ,,1,0,0,1
